License Number,License Type,Business Name,DBA Name,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,License Status
25-6TMBX-SHMO,Mold Assessment Contractor License (SH125),MR MOLD NY LLC,,425 Grand Concourse,Apt. 18A,Bronx,NY,10451,5162348186,06/04/2025,06/30/2027,Active
26-6Z4ZO-SHMO,Mold Remediation Contractor License (SH126),"MYGROUND, LLC",RDM RESTORATION,5 Madonna Drive,,LaGrangeville,NY,12540,9142453100,03/09/2026,03/31/2028,Active
00954,Mold Remediation Contractor License (SH126),Maeda Construction Inc,,PO BOX 49,,STAATSBURG,NY,12580,8457067755,02/28/2017,02/28/2025,Expired
01757,Mold Assessment Contractor License (SH125),Malik Environmental Service Corp,MES,370 Pulaski Ave,,Staten Isalnd,NY,10303,3477914427,07/14/2022,07/31/2024,Expired
26-638ZH-SHMO,Mold Assessment Contractor License (SH125),Manhattan Lead LLC,,1375 Coney Island Ave,Suite 201,Brooklyn,NY,11230,2122261614,07/30/2026,07/31/2028,Active
25-6UNC4-SHMO,Mold Remediation Contractor License (SH126),Marbec environmental Services corp,,"752 East 137th Street, Ste 22",,BRONX,NY,10454,7188417064,06/20/2025,06/30/2027,Active
25-64QZX-SHMO,Mold Remediation Contractor License (SH126),Martan Properties LLC,,122 76th Street,,Brooklyn,NY,11209,7188577920,01/15/2025,01/31/2027,Active
24-63L75-SHMO,Mold Remediation Contractor License (SH126),Maspeth Remodeling Co. Inc.,Maspeth Environmental,5430 44th Street,,Maspeth,NY,11378,8887232325,11/12/2024,11/30/2026,Active
01885,Mold Remediation Contractor License (SH126),Matrix 816 Inc.,,153-07 73rd Ave #2C,,FLUSHING,NY,11367,7186510101,11/01/2022,11/30/2024,Expired
23-6L4IQ-SHMO,Mold Assessment Contractor License (SH125),Maximum Environmental Management,,"1170 Lincoln Ave, #4",,HOLBROOK,NY,11741,,11/27/2023,01/31/2026,Expired
00172,Mold Assessment Contractor License (SH125),"Mayshark Architecture, P.C.",,3717 Victoria Rd,,ASHVILLE,NY,14710,7163866228,01/06/2016,03/31/2024,Expired
25-6TEP9-SHMO,Mold Assessment Contractor License (SH125),McGrath Home Inspections LLC,,15 Munro Ct,,Troy,NY,12180,5187287948,03/04/2025,03/31/2027,Active
26-6Z5KV-SHMO,Mold Remediation Contractor License (SH126),Menchy Cleaning & Restoration Inc.,,497 Bedford Avenue,Suite 101,Staten Island,NY,10306,6469229572,03/04/2026,03/31/2028,Active
24-6A4N6-SHMO,Mold Assessment Contractor License (SH125),Merit Inspection Solutions Inc.,,346 32nd st,,LINDENHURST,NY,11757,5165913262,07/24/2024,09/30/2026,Active
26-67511-SHMO,Mold Remediation Contractor License (SH126),Metro Mold Specialists,,1755 east 14 street,,Brooklyn,NY,11229,3472556501,01/22/2026,01/31/2028,Active
26-6Z93T-SHMO,Mold Remediation Contractor License (SH126),Michael and Diane Enterprises LLC,Green Home Solution,6 Mountain View Circle,,Plattsburgh,NY,12901,5185346136,07/07/2026,07/31/2028,Active
26-6ZITV-SHMO,Mold Assessment Contractor License (SH125),"Microecologies, Inc.",,2 Apple View Lane,,Marlboro,NY,12542,2127553265,03/24/2026,03/31/2028,Active
00878,Mold Remediation Contractor License (SH126),"Middle Country Cleaners, Inc.",,PO Box 1158,,CENTER MORICHES,NY,11934,6313982648,10/13/2016,10/31/2024,Expired
25-6LVD1-SHMO,Mold Remediation Contractor License (SH126),"Milro Services, Inc",,41 Hanse Ave,,FREEPORT,NY,11520,,12/03/2025,12/31/2027,Active
26-6LJJ1-SHMO,Mold Remediation Contractor License (SH126),Minichiello Enterprises LLC,,1619 Grand Central Ave,,Elmira,NY,14903,6073311198,05/18/2026,05/31/2028,Active
23-6URHT-SHMO,Mold Assessment Contractor License (SH125),Mold Agent Inc,,1056 Yung Pl,,Woodmere,NY,11598,2124040666,07/12/2023,07/31/2025,Expired
01534,Mold Remediation Contractor License (SH126),Mold Consulting Specialists Inc.,,1368 Pamela Ct,,BELLMORE,NY,11710,6313343254,08/05/2020,08/31/2024,Expired
23-6IVJ1-SHMO,Mold Assessment Contractor License (SH125),Mold Guru LLC,,430 Palisade Ave,Apt 306,Jersey City,NJ,07307,2013940858,12/19/2023,12/31/2025,Expired
24-6IUP1-SHMO,Mold Remediation Contractor License (SH126),Mold Pro Plus LLC,,41 Mohican Pk Ave,,Dobbs Ferry,NY,10522,3472034292,01/02/2024,12/31/2025,Expired
25-6LEGO-SHMO,Mold Assessment Contractor License (SH125),Mold Test Company,,62 Industrial Park Rd,,Dawsonville,GA,30534,6788942762,10/06/2025,10/31/2027,Active
25-65AHT-SHMO,Mold Assessment Contractor License (SH125),Mold Whiz Solutions LLC,,375 86th street,Apt 19,Brooklyn,NY,11209,3478842742,05/30/2025,05/31/2027,Active
01249,Mold Remediation Contractor License (SH126),"Mold and Lead Solutions, Inc.",,"7115 Fort Hamilton Pkwy, 2 FL",,BROOKLYN,NY,11228,7186141222,08/15/2018,08/31/2024,Expired
25-67OJ8-SHMO,Mold Assessment Contractor License (SH125),Momentum Environmental Solutions LLC,Finger Lakes EnviroTech,6810 Industrial Park Rd,,Bath,NY,14810,6073835500,12/10/2025,12/31/2027,Active
01792,Mold Assessment Contractor License (SH125),Moonlight Renovations Corp,,1411 Townsend Ave C9,,BRONX,NY,10452,3479578989,10/14/2022,10/31/2024,Expired
26-69VH7-SHMO,Mold Assessment Contractor License (SH125),Ms.Mold LLC,,1618 Julia Goldbach Ave,,Bohemia,NY,11716,2392017222,07/01/2026,07/31/2028,Active
26-6755Z-SHMO,Mold Remediation Contractor License (SH126),"N Arjun Construction, Corp.",,212 Ribbon St,,Franklin Square,NY,11010,3476592797,01/23/2026,01/31/2028,Active
26-6A4AJ-SHMO,Mold Assessment Contractor License (SH125),NETS   National Environmental Testing Svcs,,65 Treebrooke Ct,,Buffalo,NY,14221,7165129591,06/25/2026,06/30/2028,Active
24-6A34D-SHMO,Mold Assessment Contractor License (SH125),NJ Water Damage Restoration LLC,,78 North Street,,Elmwood Park,NJ,07407,2012502465,07/23/2024,07/31/2026,Expired
25-6HYJV-SHMO,Mold Assessment Contractor License (SH125),NORTH JERSEY RESTORATION LLC,911 RESTORATION OF WESTERN BERGEN COUNTY,141 Long Hill Road,,Oakland,NJ,07436,2019615656,06/25/2025,06/30/2027,Active
24-63VEV-SHMO,Mold Assessment Contractor License (SH125),"NRC East Environmental Services, Inc.",,3 Edgewater Drive,Suite 101,Norwood,MA,02062,3154631643,10/01/2024,10/31/2026,Active
25-6ICUX-SHMO,Mold Assessment Contractor License (SH125),NSC Environmental Consultants LLC,,471 Clove Road,,Staten Island,NY,10310,7187101816,12/29/2025,12/31/2027,Active
24-6ZVQA-SHMO,Mold Assessment Contractor License (SH125),"NV5 Northeast, Inc",,"200 South Park Rd, Ste 350",,HOLLYWOOD,FL,33021,8135719788,03/13/2024,03/31/2026,Expired
25-6IARF-SHMO,Mold Assessment Contractor License (SH125),J.S. HELD LLC,,"50 Jericho Quadrangle, Ste 117",,JERICHO,NY,11753,5166212900,12/11/2025,12/31/2027,Active
26-66K38-SHMO,Mold Remediation Contractor License (SH126),JBV GENERAL CONSTRUCTION CORP.,,2185 GRAND CONCOURSE BSMT,,BRONX,NY,10453,9173280714,03/16/2026,03/31/2028,Active
25-6LXSQ-SHMO,Mold Assessment Contractor License (SH125),JEM Global Enterprises Inc,,145 Bayridge Pkwy #1,,BROOKLYN,NY,11209,5163537014,11/06/2025,11/30/2027,Active
25-6IBJT-SHMO,Mold Assessment Contractor License (SH125),"JLC Environmental Consultants, Inc.",,"243 West 30th St, Suite 701",,NEW YORK,NY,10001,5163796402,11/05/2025,11/30/2027,Active
25-65SDJ-SHMO,Mold Remediation Contractor License (SH126),JOANIX CONSTRUCTION CORP.,,418 BROADWAY STE R,,ALBANY,NY,12207,3473261062,05/20/2025,05/31/2027,Active
26-66P5V-SHMO,Mold Remediation Contractor License (SH126),"JP Restores, Inc.",,1304 G Street,,Valley Stream,NY,11580,3474159998,03/25/2026,03/31/2028,Active
24-6ATSZ-SHMO,Mold Remediation Contractor License (SH126),"JW Pepper, LLC",Servpro of North Niagara County,8555 Packard Rd,,NIAGARA FALLS,NY,14304,7162990330,06/24/2024,06/30/2026,Expired
01691,Mold Assessment Contractor License (SH125),James Bucci and Lynnrose Bucci,Bucci Environmental,136 Meadowbrook Ln,,GREENVILLE,NY,12083,5187720040,01/25/2022,01/31/2024,Expired
24-6AXJ6-SHMO,Mold Remediation Contractor License (SH126),"Jaws Enterprises, LLC",Paul Davis Emergency Services of Williamsville NY,195 Hopkins Road,,Williamsville,NY,14221,7169067730,06/14/2024,07/31/2026,Expired
26-63YCI-SHMO,Mold Remediation Contractor License (SH126),"Jerome Environmental Services, LLC",,2800 Webster Avenue,,Bronx,NY,10458,7182203350,06/12/2026,06/30/2028,Active
24-6SYN9-SHMO,Mold Assessment Contractor License (SH125),Jet Environmental Testing Inc,,114 Wedgewood Drive,,CORAM,NY,11727,,01/25/2024,03/31/2026,Expired
24-6IAZA-SHMO,Mold Remediation Contractor License (SH126),Jihad Mounir Boukhari LLC,,"362 West 52nd Street, Apt 23",,New York,NY,10019,4084272316,01/11/2024,01/31/2026,Expired
24-63U34-SHMO,Mold Assessment Contractor License (SH125),John Betlem Heating & Cooling Inc.,,806 Linden Avenue,,Rochester,NY,14625,5852718888,11/06/2024,11/30/2026,Active
24-6Z6VQ-SHMO,Mold Assessment Contractor License (SH125),John P. Vagliardo,Vagliardo Inspection Service,460 Canterbury Lane,,ONEONTA,NY,13820,6074331630,04/26/2024,03/31/2026,Expired
01224,Mold Assessment Contractor License (SH125),Joseph M Naccarato,Naccarato Home Inspections,286 3rd Ave,,KINGSTON,NY,12401,8453328160,06/21/2018,06/30/2024,Expired
25-67B4X-SHMO,Mold Assessment Contractor License (SH125),Judy Painting Corp,,2612 Borough Pl,,WOODSIDE,NY,11377,3474486253,10/23/2025,10/31/2027,Active
26-6A1CG-SHMO,Mold Remediation Contractor License (SH126),"Justin Development, Inc",Rainbow International of the Capital Region,5 Fairchild Square,Suite 1,Clifton Park,NY,12065,5184902279,07/21/2026,07/31/2028,Active
25-67QOD-SHMO,Mold Assessment Contractor License (SH125),KALNIK CORP,,4 SLEEPY LANE,,MELVILLE,NY,11747,9174347707,12/04/2025,12/31/2027,Active
26-6ZXG1-SHMO,Mold Assessment Contractor License (SH125),"KAS, Inc.",,"13 Latour Avenue, Suite 204",,Plattsburgh,NY,12901,5185639445,01/21/2026,03/31/2028,Active
26-6ZUSA-SHMO,Mold Remediation Contractor License (SH126),"KD Solutions, LLC",A Cleaner Image,150 Orchard Street,,Webster,NY,14580,5852841274,03/24/2026,03/31/2028,Active
25-6TJZ7-SHMO,Mold Assessment Contractor License (SH125),KFG Restoration & Abatement LLC,,296 4th Ave,,Brooklyn,NY,11215,7188075351,05/02/2025,05/31/2027,Active
24-63TLI-SHMO,Mold Remediation Contractor License (SH126),KMH Remediation & Clearing Services LLC,,Po Box 224,,CANTON,NY,13617,3153868144,10/28/2024,10/31/2026,Active
26-69C6A-SHMO,Mold Assessment Contractor License (SH125),KP IEQ Consulting LLC,,1 South St Apt 507,,Buffalo,NY,14204,7162779624,07/06/2026,07/31/2028,Active
00756,Mold Assessment Contractor License (SH125),KUSHNER INSPECTIONS LLC,,406 MELVILLE AVE,,LAKEWOOD,NJ,08701,8485259865,06/21/2016,07/31/2024,Expired
25-6SYD6-SHMO,Mold Remediation Contractor License (SH126),"Kascon, LLC",,2930 Mason Road,,WATERVILLE,NY,13480,,12/03/2025,12/31/2027,Active
24-637I9-SHMO,Mold Assessment Contractor License (SH125),Kelty Inspection Services LLC,,43 Willow Ave,,schenectady,NY,12304,5189416366,12/09/2024,12/31/2026,Active
00922,Mold Remediation Contractor License (SH126),"Kennedy Property Maintenance, LLC",,201 Maple Ave,,SARATOGA SPRINGS,NY,12866,8457972868,12/13/2016,12/31/2024,Expired
25-67QKI-SHMO,Mold Remediation Contractor License (SH126),Key Construction MGT LLC,,8 Pinetree Lane,,Old Westbury,NY,11568,9299994206,12/04/2025,12/31/2027,Active
26-6AL45-SHMO,Mold Assessment Contractor License (SH125),King David Services Inc.,,847 Oliver Avenue,,Valley Stream,NY,11581,5168885512,05/08/2026,05/31/2028,Active
25-6HS94-SHMO,Mold Remediation Contractor License (SH126),Kleen Sweep Ventures LLC,ServiceMaster TRS,200 Harvard Ave,,Stamford,CT,06902,2033273477,09/19/2025,09/30/2027,Active
23-6TJ9X-SHMO,Mold Assessment Contractor License (SH125),Koye Testing & Consulting LLC,,6918 15th Avenue,Suite 2F,Brooklyn,NY,11228,7182183815,04/25/2023,04/25/2025,Expired
25-6L13Y-SHMO,Mold Remediation Contractor License (SH126),"L & E Painting & Renovation, Inc.",,"102-30 Queens Blvd, Ste D",,FOREST HILLS,NY,11375,3478660555,09/23/2025,09/30/2027,Active
23-6UBFD-SHMO,Mold Assessment Contractor License (SH125),L&L LEAD SERVICES LLC,,692 CROWN ST,,BROOKLYN,NY,11213,3474705323,06/26/2023,07/31/2025,Expired
23-6LZDY-SHMO,Mold Remediation Contractor License (SH126),"LCS COMPANIES OF NEW YORK, INC.",,36 Cottage Street,,Poughkeepsie,NY,12601,3144408877,11/20/2023,11/30/2025,Expired
26-6SV17-SHMO,Mold Remediation Contractor License (SH126),LEO BUILDERS CORP,,110-09 101 AVE APT 2F,,SOUTH RICHMOND HILL,NY,11419,3479350986,04/14/2026,04/30/2028,Active
26-6ZIO4-SHMO,Mold Remediation Contractor License (SH126),LIMA CONTRACTORS CORP.,,77 Sackett Street,,Brooklyn,NY,11231,9176182734,01/30/2026,01/31/2028,Active
25-6TJMA-SHMO,Mold Assessment Contractor License (SH125),LMR Group 1818 LLC,,Post Office Box 100606,,Brooklyn,NY,11210,9177579883,01/15/2025,03/31/2027,Active
23-6UGEX-SHMO,Mold Remediation Contractor License (SH126),LaJo Enterprises LLC,UWRG of Lower Hudson Valley,7 Shady Tree Lane,,Poughkeepsie,NY,12603,8454445383,07/18/2023,07/31/2025,Expired
25-678JA-SHMO,Mold Remediation Contractor License (SH126),Lakewood Group Corp.,,238 Boundary Rd.,Unit 402,Marlboro,NJ,07746,7329821070,11/07/2025,11/30/2027,Active
01288,Mold Assessment Contractor License (SH125),"Landon Home Inspections, LLC",,20 Hyman Ct,,BROOKLYN,NY,11229,8335467728,01/14/2019,01/31/2025,Expired
26-63VHB-SHMO,Mold Assessment Contractor License (SH125),Lawal Environmental Services Corp.,,55 East Mosholu Parkway North,Apartment 3G,Bronx,NY,10467,6465280913,08/18/2026,08/31/2028,Active
24-64BY6-SHMO,Mold Assessment Contractor License (SH125),"Lead & Mold Checks , Ltd",,1213 East 13th Street,,Brooklyn,NY,11230,9174171206,12/13/2024,12/31/2026,Active
24-63XGX-SHMO,Mold Assessment Contractor License (SH125),Lead By Example Environmental LLC,,656 Putnam Ave - 1,,BROOKLYN,NY,11221,9179829417,10/16/2024,10/31/2026,Active
25-6I3XH-SHMO,Mold Remediation Contractor License (SH126),"Lead Professionals, Inc.",,6 White Dove Ct,,LAKEWOOD,NJ,08701,7326689078,11/13/2025,11/30/2027,Active
26-66JTG-SHMO,Mold Remediation Contractor License (SH126),Lead-Safe Services,,977 Morris Park Ave,,Bronx,NY,10462,7184047721,03/11/2026,03/31/2028,Active
23-6L4IJ-SHMO,Mold Assessment Contractor License (SH125),Legend Cleaning Inc,Spotless Restoration,38 Decatur Ave,,Spring Valley,NY,10977,8452620329,11/27/2023,12/31/2025,Expired
26-66IG6-SHMO,Mold Remediation Contractor License (SH126),Liberty Remediation Group LLC,,123-19 Hillside Ave,,Richmond Hill,NY,11418,7187724644,04/17/2026,04/30/2028,Active
26-66SZP-SHMO,Mold Remediation Contractor License (SH126),Lineal Construction and Restoration Corp,,244 5th Ave.,Suite J296,New York,NY,10001,3476472876,04/23/2026,04/30/2028,Active
24-6SGP5-SHMO,Mold Assessment Contractor License (SH125),"Lisus Home Improvements, Corp.",,"224 West 4th Street, Suite 203",,New York,NY,10014,3472666042,02/02/2024,02/28/2026,Expired
26-6A9TQ-SHMO,Mold Remediation Contractor License (SH126),Long Island Restoration LLC,Restoration 1 of Suffolk County,278 Indian Head Rd,,KINGS PARK,NY,11754,6313202008,07/03/2026,07/31/2028,Active
23-6LFBA-SHMO,Mold Remediation Contractor License (SH126),Louis Peralta Construction LLC,,235 Belmont Ave,,West Babylon,NY,11704,4846637728,10/23/2023,10/31/2025,Expired
24-63UJY-SHMO,Mold Remediation Contractor License (SH126),Lucas Reigelman,Fire Water Pros,1 Telegraph Street,,Binghamton,NY,13903,6072320317,11/04/2024,11/30/2026,Active
23-6UFZU-SHMO,Mold Assessment Contractor License (SH125),Lynch Link LLC,Resurrect Restoration,2083 Albany Post Rd,Ste 2,Montrose,NY,10548,9179020104,07/17/2023,07/31/2025,Expired
25-6IDRA-SHMO,Mold Remediation Contractor License (SH126),"M & N General Services, Inc.",,919 81st St,,BROOKLYN,NY,11228,7187451738,12/04/2025,12/31/2027,Active
01864,Mold Remediation Contractor License (SH126),M&H Capital Partners Inc,All Dry Services of North Shore Long Island,51 Louis Dr,,MELVILLE,NY,11747,3106194545,08/09/2022,08/31/2024,Expired
26-63N61-SHMO,Mold Remediation Contractor License (SH126),M. RAHMAN CONSTRUCTION CORP.,,1876 Schenectady Ave,Suite 2,Brooklyn,NY,11234,7184383110,08/19/2026,08/31/2028,Active
24-6ZUK4-SHMO,Mold Assessment Contractor License (SH125),MATS Enterprises LLC 539,Clouseau of Homes,40 Katherine Place,,Oakdale,NY,11769,5166725208,03/29/2024,03/31/2026,Expired
25-6HF4S-SHMO,Mold Assessment Contractor License (SH125),MC Consultants Inc,,1921 Palomar Oaks Way,Suite 102,Carlsbad,CA,92008,8007290355,07/15/2025,07/31/2027,Active
25-6UDE3-SHMO,Mold Remediation Contractor License (SH126),MD Construction NY Inc,,95-27 86th Street,,Ozone Park,NY,11416,9172879521,05/14/2025,05/31/2027,Active
23-6TXFQ-SHMO,Mold Remediation Contractor License (SH126),MG Decorations LTD,,"34-41 77th St, Apt 522",,Jackson Heights,NY,11372,3478486518,05/31/2023,05/31/2025,Expired
26-6S598-SHMO,Mold Remediation Contractor License (SH126),MJ ALE Incorporated,AMH Restoration,60 N Harrison Avenue,Suite 27,Congers,NY,10920,8457217572,02/06/2026,02/29/2028,Active
23-6LJPS-SHMO,Mold Remediation Contractor License (SH126),MKD Property Maintenance LLC,,105 Van Riper Avenue,,Clifton,NJ,07011,2018999008,10/30/2023,10/31/2025,Expired
26-6ZGJV-SHMO,Mold Assessment Contractor License (SH125),MOLD 360 CORP.,,1025 St. Johns Place,Suite A4,Brooklyn,NY,11213,7186143929,02/19/2026,02/29/2028,Active
26-677UK-SHMO,Mold Assessment Contractor License (SH125),MP WALLS INC,,29 BOOTH ROAD,,CHESTER,NY,10918,8776799255,01/29/2026,01/31/2028,Active
24-6ASUA-SHMO,Mold Remediation Contractor License (SH126),MRNY Services LLC,,1700 Yates Avenue,Apt 1,Bronx,NY,10461,3143241888,07/10/2024,07/31/2026,Expired
25-6LQDH-SHMO,Mold Remediation Contractor License (SH126),"MacFawn Enterprises, Inc.",,PO Box 13205,,Albany,NY,12212,,09/17/2025,09/30/2027,Active
25-6LEDU-SHMO,Mold Remediation Contractor License (SH126),Magic Home Restoration LLC,,157 Overlook Dr.,,FARMINGVILLE,NY,11738,6314280674,10/16/2025,10/31/2027,Active
25-65415-SHMO,Mold Assessment Contractor License (SH125),Malik Home Inspections LLC,,300 Rutland Rd,Apt 3,Brooklyn,NY,11225,7185066299,06/05/2025,06/30/2027,Active
01485,Mold Remediation Contractor License (SH126),Mani Renovation Corp,,2694 Briggs Ave Ste 1-N,,BRONX,NY,10458,6469662060,02/25/2020,03/31/2024,Expired
01816,Mold Assessment Contractor License (SH125),Marcelo's Maintenance Inc,,"2005 Palmer Ave, #1055",,LARCHMONT,NY,10538,9149662477,11/29/2022,11/30/2024,Expired
24-64FR6-SHMO,Mold Assessment Contractor License (SH125),Martan Properties LLC,,122 76th Street,,Brooklyn,NY,11209,7188577920,12/20/2024,12/31/2026,Active
26-6I5B9-SHMO,Mold Assessment Contractor License (SH125),"Master Building Inspections, Inc.",Building Environmental Consultants,2525 Palmer Ave,Suite 2C,New Rochelle,NY,10801,9146377505,01/15/2026,03/31/2028,Active
25-6LU7Q-SHMO,Mold Assessment Contractor License (SH125),"Matrix New World Engineering, P.C.",,26 Columbia Tpke,,Florham Park,NJ,07932,,11/10/2025,11/30/2027,Active
25-6ICUC-SHMO,Mold Remediation Contractor License (SH126),"Maxons Restorations, INC.",,280 Madison Avenue,Floor 4,New York,NY,10016,2124476767,11/21/2025,12/31/2027,Active
01476,Mold Assessment Contractor License (SH125),"Mayshark Architecture, P.C.",,3717 Victoria Rd,,ASHVILLE,NY,14710,7163866228,02/11/2020,03/31/2024,Expired
26-69NVD-SHMO,Mold Remediation Contractor License (SH126),Mecca Home Improvement Inc.,Target Restoration,829-2 lincoln ave,,bohemia,NY,11716,6319225044,06/02/2026,06/30/2028,Active
24-6Z5ES-SHMO,Mold Assessment Contractor License (SH125),Menchy Cleaning & Restoration Inc.,,497 Bedford Avenue,Suite 101,Staten Island,NY,10306,6469229572,04/18/2024,04/30/2026,Expired
26-6IPGH-SHMO,Mold Remediation Contractor License (SH126),"Metro Contracting & Environmental, Inc.",,2939 Lockport Road,,Niagara Falls,NY,14305,7162859280,01/15/2026,01/31/2028,Active
25-65PT4-SHMO,Mold Remediation Contractor License (SH126),Metro Resto Inc,,4 Executive Plaza,Ste 132,Yonkers,NY,10701,9148884577,04/17/2025,04/30/2027,Active
01763,Mold Assessment Contractor License (SH125),Michele Malatesta,Absolute Assesments,1378 Spring Ave,,WYNANTSKILL,NY,12198,5187010249,08/16/2022,08/31/2024,Expired
01828,Mold Remediation Contractor License (SH126),Microtech Contracting Corp.,,160 Irish Lane,,Islip Terrace,NY,11752,6312435559,12/11/2020,10/01/2024,Expired
